link,category,title,abstract,keywords,ccs_concepts,author_names,author_affiliations,author_countries
https://neurips.cc/virtual/2022/workshop/49972,Transparency & Explainability,Progress and Challenges in Building Trustworthy Embodied AI,,[],[],"['Chen Tang', 'Karen Leung', 'Leilani Gilpin', 'Jiachen Li', 'Changliu Liu']",[],[]
https://neurips.cc/virtual/2022/workshop/49993,Transparency & Explainability,Causal Machine Learning for Real-World Impact,,[],[],"['Nick Pawlowski', 'Jeroen Berrevoets', 'Caroline Uhler', 'Kun Zhang', 'Mihaela van der Schaar', 'Cheng Zhang']",[],[]
https://neurips.cc/virtual/2022/workshop/49970,Transparency & Explainability,Medical Imaging meets NeurIPS,,[],[],"['DOU QI', 'Konstantinos Kamnitsas', 'Yuankai Huo', 'Xiaoxiao Li', 'Daniel Moyer', 'Danielle Pace', 'Jonas Teuwen', 'Islem Rekik']",[],[]
https://neurips.cc/virtual/2022/workshop/49967,Transparency & Explainability,Algorithmic Fairness through the Lens of Causality and Privacy,,[],[],"['Awa Dieng', 'Miriam Rateike', 'Golnoosh Farnadi', 'Ferdinando Fioretto', 'Matt Kusner', 'Jessica Schrouff']",[],[]
https://neurips.cc/virtual/2022/workshop/49961,Transparency & Explainability,Machine Learning for Systems,,[],[],"['Neel Kant', 'Martin Maas', 'Azade Nova', 'Benoit Steiner', 'Xinlei XU', 'Dan Zhang']",[],[]
https://neurips.cc/virtual/2022/workshop/49959,Transparency & Explainability,Trustworthy and Socially Responsible Machine Learning,,[],[],"['Huan Zhang', 'Linyi Li', 'Chaowei Xiao', 'J. Zico Kolter', 'Anima Anandkumar', 'Bo Li']",[],[]
https://neurips.cc/virtual/2022/workshop/49986,Transparency & Explainability,Workshop on Machine Learning Safety,,[],[],"['Dan Hendrycks', 'Victoria Krakovna', 'Dawn Song', 'Jacob Steinhardt', 'Nicholas Carlini']",[],[]
https://neurips.cc/virtual/2022/workshop/50016,Fairness & Bias,Synthetic Data for Empowering ML Research,,[],[],"['Mihaela van der Schaar', 'Zhaozhi Qian', 'Sergul Aydore', 'Dimitris Vlitas', 'Dino Oglic', 'Tucker Balch']",[],[]
https://neurips.cc/virtual/2022/workshop/50004,Fairness & Bias,Shared Visual Representations in Human and Machine Intelligence (SVRHM),,[],[],"['Arturo Deza', 'Joshua Peterson', 'N Apurva Ratan Murty', 'Tom Griffiths']",[],[]
https://neurips.cc/virtual/2022/workshop/49968,Fairness & Bias,NeurIPS 2022 Workshop on Meta-Learning,,[],[],"['Huaxiu Yao', 'Eleni Triantafillou', 'Fabio Ferreira', 'Joaquin Vanschoren', 'Qi Lei']",[],[]
https://neurips.cc/virtual/2022/workshop/49967,Fairness & Bias,Algorithmic Fairness through the Lens of Causality and Privacy,,[],[],"['Awa Dieng', 'Miriam Rateike', 'Golnoosh Farnadi', 'Ferdinando Fioretto', 'Matt Kusner', 'Jessica Schrouff']",[],[]
https://neurips.cc/virtual/2022/workshop/49991,Fairness & Bias,Self-Supervised Learning: Theory and Practice,,[],[],"['Ishan Misra', 'Pengtao Xie', 'Gul Varol', 'Yale Song', 'Yuki Asano', 'Xiaolong Wang', 'Pauline Luc']",[],[]
https://neurips.cc/virtual/2022/workshop/49959,Fairness & Bias,Trustworthy and Socially Responsible Machine Learning,,[],[],"['Huan Zhang', 'Linyi Li', 'Chaowei Xiao', 'J. Zico Kolter', 'Anima Anandkumar', 'Bo Li']",[],[]
