link,category,title,abstract,keywords,ccs_concepts,author_names,author_affiliations,author_countries
https://neurips.cc/virtual/2021/workshop/21850,Transparency & Explainability,Algorithmic Fairness through the lens of Causality and Robustness,,[],[],"['Jessica Schrouff', 'Awa Dieng', 'Golnoosh Farnadi', 'Mark Kwegyir-Aggrey', 'Miriam Rateike']",[],[]
https://neurips.cc/virtual/2021/workshop/21861,Transparency & Explainability,"I (Still) Can't Believe It's Not Better: A workshop for “beautiful” ideas that ""should"" have worked",,[],[],"['Aaron Schein', 'Melanie F. Pradier', 'Jessica Forde', 'Stephanie Hyland', 'Francisco Ruiz']",[],[]
https://neurips.cc/virtual/2021/workshop/21849,Transparency & Explainability,AI for Science: Mind the Gaps,,[],[],"['Payal Chandak', 'Yuanqi Du', 'Tianfan Fu', 'Wenhao Gao', 'Kexin Huang', 'Shengchao Liu', 'Ziming Liu', 'Gabriel Spadon', 'Max Tegmark', 'Hanchen Wang', 'Adrian Weller', 'Max Welling', 'Marinka Zitnik']",[],[]
https://neurips.cc/virtual/2021/workshop/21845,Transparency & Explainability,Metacognition in the Age of AI: Challenges and Opportunities,,[],[],"['Ingmar Posner', 'Francesca Rossi', 'Lior Horesh', 'Steve Fleming', 'Oiwi Parker Jones', 'Rohan Paul', 'Biplav Srivastava', 'Andrea Loreggia', 'Marianna Ganapini']",[],[]
https://neurips.cc/virtual/2021/workshop/21841,Transparency & Explainability,Human Centered AI,,[],[],"['Michael Muller', 'Plamen P Angelov', 'Shion Guha', 'Marina Kogan', 'Gina Neff', 'Nuria Oliver', 'Manuel Rodriguez', 'Adrian Weller']",[],[]
https://neurips.cc/virtual/2021/workshop/21830,Transparency & Explainability,Medical Imaging meets NeurIPS,,[],[],"['DOU QI', 'Marleen de Bruijne', 'Ben Glocker', 'Aasa Feragen', 'Herve Lombaert', 'Ipek Oguz', 'Jonas Teuwen', 'Islem Rekik', 'Darko Stern', 'Xiaoxiao Li']",[],[]
https://neurips.cc/virtual/2021/workshop/21856,Transparency & Explainability,eXplainable AI approaches for debugging and diagnosis,,[],[],"['Roberto Capobianco', 'Biagio La Rosa', 'Leilani Gilpin', 'Wen Sun', 'Alice Xiang', 'Alexander Feldman']",[],[]
https://neurips.cc/virtual/2021/workshop/21832,Transparency & Explainability,Bridging the Gap: from Machine Learning Research to Clinical Practice,,[],[],"['Julia Vogt', 'Ece Ozkan', 'Sonali Parbhoo', 'Melanie F. Pradier', 'Patrick Schwab', 'Shengpu Tang', 'Mario Wieser', 'Jiayu Yao']",[],[]
https://neurips.cc/virtual/2021/workshop/21853,Transparency & Explainability,2nd Workshop on Self-Supervised Learning: Theory and Practice,,[],[],"['Pengtao Xie', 'Ishan Misra', 'Pulkit Agrawal', 'Abdelrahman Mohamed', 'Shentong Mo', 'Youwei Liang', 'Jeannette Bohg', 'Kristina N Toutanova']",[],[]
https://neurips.cc/virtual/2021/workshop/21850,Fairness & Bias,Algorithmic Fairness through the lens of Causality and Robustness,,[],[],"['Jessica Schrouff', 'Awa Dieng', 'Golnoosh Farnadi', 'Mark Kwegyir-Aggrey', 'Miriam Rateike']",[],[]
https://neurips.cc/virtual/2021/workshop/21885,Fairness & Bias,The pre-registration workshop: an alternative publication model for machine learning research,,[],[],"['Samuel Albanie', 'João Henriques', 'Luca Bertinetto', 'Alex Hernandez-Garcia', 'Hazel Doughty', 'Gul Varol']",[],[]
https://neurips.cc/virtual/2021/workshop/21868,Fairness & Bias,Shared Visual Representations in Human and Machine Intelligence,,[],[],"['Arturo Deza', 'Joshua Peterson', 'N Apurva Ratan Murty', 'Tom Griffiths']",[],[]
https://neurips.cc/virtual/2021/workshop/21871,Fairness & Bias,Causal Inference & Machine Learning: Why now?,,[],[],"['Elias Bareinboim', 'Bernhard Schölkopf', 'Terrence Sejnowski', 'Yoshua Bengio', 'Judea Pearl']",[],[]
https://neurips.cc/virtual/2021/workshop/21834,Fairness & Bias,Machine Learning in Public Health,,[],[],"['Rumi Chunara', 'Daniel Lizotte', 'Laura Rosella', 'Esra Suel', 'Marie Charpignon']",[],[]
https://neurips.cc/virtual/2021/workshop/21842,Fairness & Bias,Physical Reasoning and Inductive Biases for the Real World,,[],[],"['Krishna Murthy Jatavallabhula', 'Rika Antonova', 'Kevin Smith', 'Hsiao-Yu Tung', 'Florian Shkurti', 'Jeannette Bohg', 'Josh Tenenbaum']",[],[]
https://neurips.cc/virtual/2021/workshop/21873,Privacy & Data Governance,Privacy in Machine Learning (PriML) 2021,,[],[],"['Yu-Xiang Wang', 'Borja Balle', 'Giovanni Cherubin', 'Kamalika Chaudhuri', 'Antti Honkela', 'Jonathan Lebensold', 'Casey Meehan', 'Mi Jung Park', 'Adrian Weller', 'Yuqing Zhu']",[],[]
https://neurips.cc/virtual/2021/workshop/21854,Privacy & Data Governance,Learning and Decision-Making with Strategic Feedback (StratML),,[],[],"['Yahav Bechavod', 'Hoda Heidari', 'Eric Mazumdar', 'Celestine Mendler-Dünner', 'Tijana Zrnic']",[],[]
https://neurips.cc/virtual/2021/workshop/21843,Security,Safe and Robust Control of Uncertain Systems,,[],[],"['Ashwin Balakrishna', 'Brijen Thananjeyan', 'Daniel Brown', 'Marek Petrik', 'Melanie Zeilinger', 'Sylvia Herbert']",[],[]
https://neurips.cc/virtual/2021/workshop/21844,Security,Learning in Presence of  Strategic Behavior,,[],[],"['Omer Ben-Porat', 'Nika Haghtalab', 'Annie Liang', 'Yishay Mansour', 'David Parkes']",[],[]
https://neurips.cc/virtual/2021/workshop/21854,Security,Learning and Decision-Making with Strategic Feedback (StratML),,[],[],"['Yahav Bechavod', 'Hoda Heidari', 'Eric Mazumdar', 'Celestine Mendler-Dünner', 'Tijana Zrnic']",[],[]
